sr_no,sector,ministry,agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion,revised_completion,sanction_date,date_inconsistency_flag,missing_revised_cost_flag,missing_revised_completion_flag,missing_sanction_date_flag
548,Railways,Ministry of Railways,Western Railway [WR] - II,705457,Ratlam-Mhow-Khandwa-Akola Gauge Conversion,5678,6531.9,4314.0,87,2027-03-31,2028-09-30,2008-04-01,0,0,0,0
549,Railways,Ministry of Railways,South Western Railway [SWR] - II,705494,Rayadurg-Tumkur via Kalyandurg New Line [207 km],2496,2496.0,1691.88,67,2015-09-30,2028-02-29,2008-03-31,0,0,0,0
550,Railways,Ministry of Railways,EDTK[MC]/RB,705712,RBMV Machine Procurement Project,480,,0.33,4,2024-06-30,2027-12-31,,0,1,0,1
551,Railways,Ministry of Railways,Ministry of Railways,613786,"Redevelopment of Ahmedabad railway station and associated infrastructure on engineering, procurement and construction mode",2379,,607.69,15,2028-03-31,,,0,1,1,1
552,Railways,Ministry of Railways,WR,613002,Redevelopment of Chennai Egmore Station,842,,340.0,0,2026-03-31,,,0,1,1,1
553,Railways,Ministry of Railways,Ministry of Railways,613015,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,1813,,525.2,12,2027-03-31,,2023-04-28,0,1,1,0
554,Railways,Ministry of Railways,Ministry of Railways,613785,Redevelopment of New Delhi Railway Station and construction of associated infrastructure,4744,,31.77,0,2028-12-31,,2023-01-24,0,1,1,0
555,Railways,Ministry of Railways,South Central Railway [SCR] - I,705610,"Renigunta, Wadi & Gooty Bypass Railway Project",302,543.0,381.0,50,2025-12-31,2025-12-25,2016-04-01,1,0,0,0
556,Railways,Ministry of Railways,North Western Railway [NWR],611861,Rewari - Kathuwas Doubling Project [27.72 Km],352,352.0,239.01,59,2027-06-30,2027-06-27,2023-02-01,1,0,0,0
557,Railways,Ministry of Railways,North Western Railway [NWR],616696,RINGUS KHATUSHYAMJI NEW LINE,254,,1.65,0,2028-03-31,,2024-03-05,0,1,1,0
558,Railways,Ministry of Railways,RVNL - II,705429,Rishikesh-Karnaprayag New Rail Line- 125 km,38953,38953.0,24645.2,65,2025-12-31,2027-03-31,2016-11-10,0,0,0,0
559,Railways,Ministry of Railways,South Eastern Railway [SER] - I,706856,Rourkela - Bondamunda 5th Line Doubling Project,245,245.0,82.0,35,2026-09-30,2026-09-26,2022-09-01,1,0,0,0
560,Railways,Ministry of Railways,PCE/WR,611979,Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii,250,,0.0,0,2025-06-30,,,0,1,1,1
561,Railways,Ministry of Railways,East Central Railway [ECR] - II,705527,Sagauli-Valmiknagar,1216,2222.0,2039.0,91,2025-12-24,2025-12-25,2018-03-01,0,0,0,0
562,Railways,Ministry of Railways,North Eastern Railway [NER],400205,Sahjanwa-Dohrighat,1320,1319.75,457.35,3,2029-03-31,2029-03-31,2019-08-02,0,0,0,0
563,Railways,Ministry of Railways,Eastern Railway [ER] - I,602797,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project",462,461.64,178.45,6,2027-03-31,2027-03-27,2017-08-10,1,0,0,0
564,Railways,Ministry of Railways,East Central Railway [ECR] - I,400254,Sakri -Hasanpur [via Harnagar - Kusheshwar Asthan] New Railway line,735,,585.09,81,2024-12-31,2027-03-31,2023-12-15,0,1,0,0
565,Railways,Ministry of Railways,East Central Railway [ECR] - I,705363,Sakri-Hasanpur Road New Rail Line Project,735,735.0,605.0,78,2024-12-31,2025-03-27,1999-04-01,0,0,0,0
566,Railways,Ministry of Railways,East Central Railway [ECR] - I,705526,Samastipur-Darbhanga Doubling Railway Project,519,519.0,337.03,82,2025-03-31,2025-10-31,,0,0,0,1
567,Railways,Ministry of Railways,PCE/WR,611970,Samlaya Timba Road 54 km,670,670.17,102.0,12,2030-03-31,2030-03-30,2023-02-03,1,0,0,0
568,Railways,Ministry of Railways,PCE/WR,611971,Samni Jambusar 24 km,350,349.93,87.0,32,2030-03-31,2030-03-30,2022-05-01,1,0,0,0
569,Railways,Ministry of Railways,West Central Railway [WCR] - II,705659,Satna-Rewa Railway Line Doubling Project,500,584.0,561.26,80,2026-03-31,2026-03-31,2015-11-01,0,0,0,0
570,Railways,Ministry of Railways,North Western Railway [NWR],705912,Sawai Madhopur-Jaipur Railway Line Project,1204,,35.05,9,2027-03-31,,,0,1,1,1
571,Railways,Ministry of Railways,North Western Railway [NWR],706866,Sawaimadhopur Bye Pass Line Project,304,304.0,134.0,35,2026-03-31,2027-05-27,2022-12-01,0,0,0,0
572,Railways,Ministry of Railways,South Western Railway [SWR] - II,705761,SHIMOGA - SHIKARIPURA - RANEBENNUR [96 Km],1454,1454.0,69.58,11,2027-12-01,2028-06-30,,0,0,0,1
573,Railways,Ministry of Railways,Indian Railway Construction International Limited [IRCON],705432,Sivok-Rangpo New Rail Line,7877,12133.0,8883.6,80,2015-05-31,2027-12-31,2009-10-30,0,0,0,0
574,Railways,Ministry of Railways,WR,705735,Solapur-tuljapur-Osmanabad,905,3296.0,1150.0,10,2028-03-31,2028-03-28,2019-01-08,1,0,0,0
575,Railways,Ministry of Railways,EDTK[MC]/RB,705717,SRGM Machine Procurement Project,440,,390.03,75,2023-12-31,2026-03-31,,0,1,0,1
576,Railways,Ministry of Railways,CAO/C/ECoR,705743,Talcher-Angul New Line with Y-Connection at Talcher,495,495.0,29.5,1,2027-05-31,2028-05-31,2018-07-01,0,0,0,0
577,Railways,Ministry of Railways,East Coast Railway [ECoR] - II,705359,Talcher-Bimlagarh New Railway Line,1928,1928.0,1902.91,47,2025-03-31,2027-03-31,2004-03-31,0,0,0,0
578,Railways,Ministry of Railways,Eastern Railway [ER] - I,400273,Tarakeshwar-Bishnupur New Line [82.47 km],1189,1542.0,1287.05,90,2019-03-31,2026-02-28,2001-03-31,0,0,0,0
579,Railways,Ministry of Railways,North Western Railway [NWR],400022,Taranga Hill-Abu Road via Ambaji,2798,2798.0,1891.9,14,2030-07-31,2030-07-31,2022-07-21,0,0,0,0
580,Railways,Ministry of Railways,South Central Railway [SCR] - II,705613,Third Line [new] between Kazipet - Balharshah with electrification [201.04 Km],2595,3071.0,3142.35,92,2025-01-31,2025-11-30,2016-09-16,0,0,0,0
581,Railways,Ministry of Railways,RVNL - II,400234,Third Railway Line between Patratu-Sonnagar [281 kms],8975,8975.0,4950.0,88,2026-03-31,2026-07-31,2016-11-24,0,0,0,0
582,Railways,Ministry of Railways,Southern Railway [SR] - II,400275,Tindivanam-Nagari New Line Project [184.5 km],3631,3631.0,1113.53,18,2016-09-30,2028-03-31,2008-07-21,0,0,0,0
583,Railways,Ministry of Railways,South Central Railway [SCR] - II,617210,Tiupati Katpadi 104.39 kms,1216,,0.0,0,2029-03-31,,2025-04-17,0,1,1,0
584,Railways,Ministry of Railways,EDTK[MC]/RB,705726,Track Machine Procurement Project,6339,,4166.47,41,2025-03-01,2028-01-31,,0,1,0,1
585,Railways,Ministry of Railways,SR-ERS,705635,Trivandrum- Kanyakumari,1432,3785.0,2451.0,46,2024-03-31,2027-12-31,2017-08-28,0,0,0,0
586,Railways,Ministry of Railways,South Western Railway [SWR] - II,705496,Tumkur-Chitradurga-Davangere New Rail Line Project [191 km],1876,1876.0,516.17,13,2019-03-31,2027-12-31,2013-10-29,0,0,0,0
587,Railways,Ministry of Railways,PCE/WR,611938,Vijapur Ambliyasan 42 km,415,415.38,364.0,96,2026-05-31,2026-05-31,2022-05-01,0,0,0,0
588,Railways,Ministry of Railways,South Central Railway [SCR] - II,705632,Vijayawada - Kazipet Byepass line,647,904.0,870.0,91,2025-01-12,2025-12-31,2016-04-22,0,0,0,0
589,Railways,Ministry of Railways,RVNL - II,705648,Vijaywada-Gudur 3rd Line,6654,6654.0,5922.0,90,2024-11-30,2025-12-31,2016-08-24,0,0,0,0
590,Railways,Ministry of Railways,RVNL - II,400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],4803,6670.0,5722.01,89,2026-12-31,2026-12-31,2016-06-10,0,0,0,0
591,Railways,Ministry of Railways,South East Central Railway,705479,Wadsa-Gadchiroli,1886,1886.0,706.28,49,2027-03-31,2027-03-31,2017-05-17,0,0,0,0
592,Railways,Ministry of Railways,Central Railway [CR] - II,400271,Wardha-Nanded Via Yavatmal New BG Line,3445,3445.0,3002.93,50,2028-03-31,2028-03-31,2017-12-20,0,0,0,0
593,Railways,Ministry of Railways,DFCCIL,705237,Western Dedicated Freight Corridor,51101,124005.0,124623.0,96,2022-03-31,2025-12-31,2008-02-28,0,0,0,0
594,Railways,Ministry of Railways,PCE/WR,611974,Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms,1430,,0.0,0,2026-12-30,,2023-08-25,0,1,1,0
595,Railways,Ministry of Railways,PCE/WR,611975,Western Railway Vasai bypass double line between Naigaon Juchandra 6 km,176,,0.0,0,2026-03-30,,,0,1,1,1
596,Railways,Ministry of Railways,RCIL,705300,Western Region Video Surveillance Project,228,,0.0,0,2023-12-31,,,0,1,1,1
597,Railways,Ministry of Railways,EDTK[MC]/RB,705708,WST Machine Procurement Project,176,,0.0,0,2024-03-31,2027-12-31,,0,1,0,1
598,Railways,Ministry of Railways,EDTK[MC]/RB,705720,WST Machine Procurement Project,384,,0.0,0,2024-04-01,2026-12-31,,0,1,0,1
599,Railways,Ministry of Railways,Karnataka Rail Infrastructure Development Company Limited [K-RIDE],703585,Yeshvanthpur - Channasandra Doubling Project [21.70 Km],314,314.0,144.0,59,2024-12-31,2026-06-26,2019-04-01,0,0,0,0
600,Real Estate,Department for Promotion of Industry & Internal Trade,National Industrial Corridor Development Corporation,701658,Krishnapatnam Node - Phase 1 - Roads and Services Development,2139,,327.99,14,2028-02-15,,2020-12-30,0,1,1,0
601,Real Estate,Department for Promotion of Industry & Internal Trade,National Highways & Infrastructure Development Corporation Ltd. [NHIDCL],701657,Tumakuru Node - Phase 1 - Roads and Services Development,1702,,95.0,8,2026-09-21,,2020-12-30,0,1,1,0
602,Real Estate,Ministry of Housing & Urban Affairs,"PMAY, Ministry of Housing and Urban Affairs",702524,Affordable Housing Construction Project in Chhattisgarh,3798,,2694.0,0,2024-03-31,,,0,1,1,1
603,Real Estate,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,701766,Green Building Development Project,151,,18.95,0,2023-11-23,,,0,1,1,1
604,Real Estate,Ministry of Housing & Urban Affairs,"PMAY, Ministry of Housing and Urban Affairs",702522,In-Situ Slum Redevelopment Project in Bihar,455,,204.64,0,2024-03-31,,,0,1,1,1
605,Real Estate,Ministry of Housing & Urban Affairs,"PMAY, Ministry of Housing and Urban Affairs",702540,In-Situ Slum Redevelopment Project in Gujarat,5477,,3035.81,0,2024-03-31,,,0,1,1,1
606,Real Estate,Ministry of Housing & Urban Affairs,"PMAY, Ministry of Housing and Urban Affairs",702544,In-Situ Slum Redevelopment Project in Haryana,286,,127.58,0,2024-03-31,,,0,1,1,1
607,Real Estate,Ministry of Housing & Urban Affairs,"PMAY, Ministry of Housing and Urban Affairs",702555,In-Situ Slum Redevelopment Project in Jharkhand,213,,41.0,0,2024-03-31,,,0,1,1,1
608,Real Estate,Ministry of Housing & Urban Affairs,"PMAY, Ministry of Housing and Urban Affairs",702612,In-Situ Slum Redevelopment Project in Uttar Pradesh,577,,141.94,0,2024-03-31,,,0,1,1,1
609,Real Estate,Ministry of Housing & Urban Affairs,Smart City Mission,707229,"Integrated Command control Center [ICCC] - Construction and Development of Integrated Command Control Center with Security, Surveillance, ITMS, Connecting Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System",210,,0.0,0,2023-05-31,,,0,1,1,1
610,Real Estate,Ministry of Housing & Urban Affairs,National Buildings Construction Corporation [NBCC],400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,32850,,0.0,0,2022-12-31,2025-12-31,2016-07-05,0,1,0,0
611,Real Estate,Ministry of Housing & Urban Affairs,Ministry of Housing & Urban Affairs,701719,Rehablitation in Junavadaj Area Smart City Project,539,,39.63,50,2022-07-07,,,0,1,1,1
612,Real Estate,Ministry of Railways,South Western Railway [SWR] - II,705663,Bangalore-Whitefield-Bangalore City-Krishnarajapuram [23.08 km] - Quadrupling,493,493.0,252.45,82,2026-02-28,2026-02-28,2018-02-20,0,0,0,0
613,Shipping,"Ministry of Ports, Shipping and Waterways","Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",701576,Berth No. 2 [previously Berth 3] of HDC Mechanization Project,298,298.26,399.52,83,2025-09-30,2026-01-13,,0,0,0,1
614,Shipping,"Ministry of Ports, Shipping and Waterways",Paradip Port Trust [PPT],701574,Deepening and Optimization of Inner Harbour facilities including development of Western Dock on BOT basis to handle Cape size vessels,3005,,1149.79,40,2027-12-31,2028-10-16,2022-05-23,0,1,0,0
615,Shipping,"Ministry of Ports, Shipping and Waterways",Jawaharlal Nehru Port Authority [JNPA],708655,Operationalization of Coastal Berth & Shallow Water Berth through PPP,367,,188.46,25,2026-01-31,,,0,1,1,1
616,Shipping,"Ministry of Ports, Shipping and Waterways",Mumbai Port Trust [MPT],701586,Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai,900,,65.0,0,2026-11-11,2026-11-11,,0,1,0,1
617,Shipping,"Ministry of Ports, Shipping and Waterways","Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",701577,Shalukkhali Liquid Cargo Handling Facility Development Project,254,253.65,9.28,0,2025-08-31,,,0,0,1,1
618,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],709827,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,350,,247.42,85,2025-12-31,,,0,1,1,1
619,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],400121,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.",1044,,214.48,25,2026-08-25,,2014-11-28,0,1,1,0
620,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],400065,Installation of 4th Slab Caster along with its Auxiliaries and a New Ladle Furnace in SMS-II at Rourkela Steel Plant,1105,,736.47,96,2025-05-15,2025-07-15,2022-01-21,0,1,0,0
621,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617242,Installation of New Bar Mill at Durgapur Steel Plant,2115,,206.67,24,2027-06-30,,2024-09-07,0,1,1,0
622,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],400174,"New Sinter Plant at BSL, SAIL",1034,1752.3,883.23,51,2017-10-31,2027-06-30,2015-03-30,0,0,0,0
623,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],706811,NMDC Slurry Pipeline Project Phase-1,2907,5427.0,3012.02,84,2023-06-30,2025-12-31,2015-11-10,0,0,0,0
624,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],612781,Rebuilding of COB 4 at Durgapur Steel Plant,917,,118.63,12,2026-12-08,,2023-11-09,0,1,1,0
625,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617257,Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant,627,,88.21,37,2026-11-15,,,0,1,1,1
626,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617256,Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant,884,,453.2,75,2025-10-31,,,0,1,1,1
627,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617255,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of Secondary Emission at Bhilai Steel Plant",472,,111.75,35,2026-06-14,,,0,1,1,1
628,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617249,Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant,212,,7.52,6,2027-01-27,,2025-01-20,0,1,1,0
629,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617243,Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant,199,,10.53,8,2026-07-29,,2024-07-26,0,1,1,0
630,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617254,Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter Plant-1 at Bokaro Steel Plant,260,,44.22,22,2026-06-29,,,0,1,1,1
631,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617251,Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant,196,,0.19,2,2026-05-27,,2024-11-07,0,1,1,0
632,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617253,Revamping of old sub-systems of Blast Furnace 3 at Bokaro Steel Plant,514,,220.42,69,2025-07-03,2025-11-30,2023-09-08,0,1,0,0
633,Steel,Ministry of Steel,National Mineral Development Corporation Limited [NMDC],709826,SCREENING PLANT-III AT KIRANDUL,2719,,1327.11,72,2026-01-31,,,0,1,1,1
634,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617250,Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant,207,,7.91,6,2026-10-25,,,0,1,1,1
635,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617248,Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant,228,,16.24,29,2026-07-17,,,0,1,1,1
636,Steel,Ministry of Steel,Steel Authority of India Limited [SAIL],617246,Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant,758,,53.31,3,2026-06-07,,2024-09-09,0,1,1,0
637,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701600,354 Uncovered Villages Scheme,337,301.13,225.71,97,2021-10-27,2025-08-31,2019-12-13,0,0,0,0
638,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701593,4G Services by BSNL,28466,19592.0,8332.52,92,2024-03-31,2026-03-31,2020-11-01,0,0,0,0
639,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],704495,"502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh",422,228.94,126.45,96,2022-03-16,2025-12-21,,0,0,0,1
640,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],706775,BharatNet,61109,188000.0,41486.1,81,2023-08-31,2027-03-31,2017-07-19,0,0,0,0
641,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701599,Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2,1578,,596.17,87,2023-03-31,2025-11-08,,0,1,0,1
642,Telecommunication,Department of Telecommunications,BSNL,709856,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,645,,522.88,90,2024-08-31,2025-08-31,,0,1,0,1
643,Telecommunication,Department of Telecommunications,BSNL,709858,OPTICAL TRANSPORT NETWORK [OTN] PH-4 IN BSNL,811,,741.9,100,2025-08-15,,,0,1,1,1
644,Telecommunication,Department of Telecommunications,BSNL,709749,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,461,,166.02,81,2021-06-18,2025-12-31,,0,1,0,1
645,Telecommunication,Department of Telecommunications,BSNL,709857,"Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.",24545,,8333.37,96,2025-06-21,2026-03-31,,0,1,0,1
646,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701602,"Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha",3685,,1101.39,79,2023-11-19,2025-11-19,2021-11-17,0,1,0,0
647,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701598,Provision of 4G based Mobile Services in Uncovered Villages and National Highways of Meghalaya,972,,208.25,98,2022-03-03,2025-03-31,2019-09-19,0,1,0,0
648,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],701597,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam,1255,,284.04,89,2023-04-30,2025-09-30,2020-12-09,0,1,0,0
649,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],400013,Saturation 4G mobile coverage of Uncovered Villages through USOF,26316,30620.0,9291.8,72,2024-06-20,2026-03-31,2022-07-27,0,0,0,0
650,Telecommunication,Department of Telecommunications,National Communication Academy - Finance (Erstwhile NICF),709859,SETTING UP OF PHYSICAL INFRASTRUCTURE FOR THE NATIONAL INSTITUTE OF COMMUNICATION FINANCE [NICF] AT GHITORNI,248,,236.91,98,2020-02-17,2025-10-31,2014-10-09,0,1,0,0
651,Telecommunication,Department of Telecommunications,BSNL,709855,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING [IPMPLS] NETWORK,240,,179.63,100,2024-03-15,2025-03-01,,0,1,0,1
652,"Tourism, Hospitality & Wellness",Department for Promotion of Industry & Internal Trade,India International Convention & Expo Centre,400429,Exhibition cum Convention Centre Dwarka [Phase I],5178,5401.0,4470.0,97,2019-10-20,2025-01-31,2017-11-30,0,0,0,0
653,"Tourism, Hospitality & Wellness","Ministry of Ports, Shipping and Waterways",Indian Port Rail & Ropeway Corporation Ltd. [IPRCL],707215,National Maritime Heritage Complex [NMHC] Phase-I,573,1238.05,487.35,66,2024-03-31,2025-09-30,2019-02-22,0,0,0,0
654,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615337,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],369,,17.82,6,2026-02-27,,2024-08-12,0,1,1,0
655,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617181,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]",404,,4.04,0,2026-12-20,,2025-03-21,0,1,1,0
656,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612856,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool New Substation,164,,50.72,39,2025-09-26,2025-11-30,2023-05-01,0,1,0,0
657,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617182,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited],172,,1.72,0,2027-03-23,,2025-03-24,0,1,1,0
658,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615342,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],329,,9.97,1,2026-07-14,,2024-10-15,0,1,1,0
659,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617069,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited],466,,6.99,0,2027-02-17,,2025-02-18,0,1,1,0
660,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617068,"Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]",288,,5.76,0,2027-06-30,,2025-02-18,0,1,1,0
661,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],602223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim,4754,,7321.07,81,2018-12-19,2027-03-31,2021-03-31,1,1,0,0
662,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617271,Eastern Region Expansion Scheme-43 [ERES-43],343,,0.2,0,2026-03-01,,2024-09-02,0,1,1,0
663,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617270,Eastern Region Expansion Scheme-44 [ERES-44],409,,0.2,0,2026-05-24,,2024-11-25,0,1,1,0
664,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611660,Establishment of Khavda Pooling Station-2 KPS2 in Khavda RE Park KPS2 TRANSMISSION SYSTEM LIMITED,967,,894.76,95,2024-12-31,2025-08-31,2023-03-21,0,1,0,0
665,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617272,Implementation of LILO of both circuits of 400KV vindhyachal PS-Sasan D/C Line at Hindalco Switchyard,370,,1.0,1,2026-12-06,,2024-06-07,0,1,1,0
666,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],607709,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP],5111,6700.0,5253.47,96,2018-12-31,2025-09-30,2014-12-01,0,0,0,0
667,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],501,,5.01,1,2026-11-06,,2024-11-07,0,1,1,0
668,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617186,Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power Transmission Limited],5028,,139.2,1,2027-03-23,,2025-03-24,0,1,1,0
669,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],616672,System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited],1354,,16.65,0,2027-06-01,,2025-01-16,0,1,1,0
670,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],400005,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,4546,,4148.46,93,2023-06-12,2025-12-31,2022-01-13,0,1,0,0
671,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611656,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part B,1168,1167.0,1013.39,91,2025-03-31,2025-10-31,2023-03-21,0,0,0,0
672,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],611657,Transmission scheme for evacuation of 4.5GW RE injection at Khavda PS under Phase II- Part C,2821,,2454.26,84,2025-03-31,2025-11-30,2023-03-21,0,1,0,0
673,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617179,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B,219,,0.0,0,2026-07-14,,2024-07-15,0,1,1,0
674,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612132,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D [Sikar Khetri Transmission Ltd],2000,,1314.8,59,2025-08-08,2026-05-31,2024-02-09,0,1,0,0
675,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],617184,Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited],3453,,20.7,0,2027-09-20,,2025-03-21,0,1,1,0
676,Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],2889,,1154.31,37,2025-12-25,,2023-12-26,0,1,1,0
