project_code,project_name,sector,physical_progress,expenditure,delay_probability,cost_overrun_probability,overall_risk_percentage,overall_risk_level,top_delay_factors,top_cost_overrun_factors
706718,C/o NITB Imphal Airport,Aviation & Aviation Infrastructure,41,160.48,0.785,0.0,39.25,Low Risk,progress_per_month: increases delay risk | project_duration_days: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,expenditure_ratio: reduces cost-overrun risk | sector_Aviation & Aviation Infrastructure: reduces cost-overrun risk | agency_Airport Authority of India [AAI]: reduces cost-overrun risk | ministry_Ministry of Civil Aviation: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk
709759,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan",Energy Storage,51,111.57,0.07,1.0,53.5,Medium Risk,expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_months: increases delay risk,agency_Hindustan Petroleum Corporation Limited [HPCL]: increases cost-overrun risk | sector_Energy Storage: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
701263,Rajasthan Refinery Project,Energy Storage,87,59524.4,0.84,1.0,92.0,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | expenditure: increases delay risk | original_cost: increases delay risk,expenditure_ratio: increases cost-overrun risk | expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | sector_Energy Storage: increases cost-overrun risk
400235,"Setting up a common user Petroleum Terminal at Jammu, J&K for resitement of existing PSU OMC's Depots from Jammu City",Energy Storage,77,518.22,0.805,0.215,51.0,Medium Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | sector_Oil & Gas: increases delay risk | project_duration_months: increases delay risk,"agency_Bharat Petroleum Corporation Limited [BPCL]: reduces cost-overrun risk | sector_Railways: increases cost-overrun risk | sector_Water Resources: reduces cost-overrun risk | ministry_Department of Water Resources, River Development & GR: reduces cost-overrun risk | expenditure: reduces cost-overrun risk"
709755,"Setting up of new rail fed POL facility at Kamardanga, Assam",Energy Storage,48,110.44,0.045,0.95,49.75,Medium Risk,physical_progress: reduces delay risk | expenditure: reduces delay risk | expenditure_ratio: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | project_duration_months: increases delay risk,agency_Hindustan Petroleum Corporation Limited [HPCL]: increases cost-overrun risk | sector_Energy Storage: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
701343,Srikakulam Angul Gas Pipeline Project,Energy Storage,94,2192.68,0.97,0.3,63.5,Medium Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | project_duration_months: increases delay risk | ministry_Ministry of Railways: increases delay risk,sector_Oil & Gas: reduces cost-overrun risk | sector_Energy Storage: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk | expenditure: increases cost-overrun risk
701171,AIIMS Bibinagar,Healthcare,83,792.24,0.985,1.0,99.25,High Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: increases delay risk | expenditure: increases delay risk,agency_Ministry of Health & Family Welfare: increases cost-overrun risk | progress_per_month: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
701167,AIIMS Kashmir at Awantipora Jammu & Kashmir,Healthcare,65,1504.91,0.99,0.0,49.5,Medium Risk,expenditure_ratio: increases delay risk | physical_progress: increases delay risk | progress_per_month: increases delay risk | expenditure: increases delay risk | ministry_Ministry of Railways: increases delay risk,agency_Central Public Works Department [CPWD]: reduces cost-overrun risk | sector_Healthcare: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | ministry_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk
708662,Establishment of 600 bed super specialty hospital with optional development of Medical college and further expansion on PPP basis.,Healthcare,0,58.0,0.215,0.0,10.75,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | sector_Healthcare: increases delay risk,"physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | agency_Mumbai Port Trust [MPT]: reduces cost-overrun risk | ministry_Ministry of Ports, Shipping and Waterways: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk"
701565,Jal Marg Vikas Project,Inland Waterways,70,3432.34,0.83,0.0,41.5,Medium Risk,physical_progress: increases delay risk | progress_per_month: increases delay risk | expenditure: increases delay risk | sector_Inland Waterways: reduces delay risk | ministry_Ministry of Railways: increases delay risk,"agency_Inland Waterways Authority of India [IWAI]: reduces cost-overrun risk | sector_Inland Waterways: reduces cost-overrun risk | ministry_Ministry of Ports, Shipping and Waterways: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Water Resources: reduces cost-overrun risk"
705515,3rd & 4th Railway Line Project from Salegaon to Budhapank via Rajathgarh.,Inland Waterways,80,1971.0,0.165,0.9917717003567182,57.83858501783591,Medium Risk,ministry_Ministry of Railways: reduces delay risk | sector_Inland Waterways: reduces delay risk | project_duration_months: reduces delay risk | sector_Railways: reduces delay risk | physical_progress: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | expenditure: increases cost-overrun risk
705742,Jeypore-Malkanagiri New Railway Line Project,Inland Waterways,8,196.75,0.02,0.0017717003567181,1.0885850178359098,Low Risk,progress_per_month: reduces delay risk | physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Inland Waterways: reduces cost-overrun risk
705741,Jeypore-Navarangpur New Rail Line Project,Inland Waterways,1,10.43,0.12,0.0017717003567181,6.08858501783591,Low Risk,physical_progress: reduces delay risk | progress_per_month: reduces delay risk | expenditure_ratio: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Railways: reduces delay risk,agency_East Coast Railway [ECoR] - II: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | ministry_Ministry of Railways: reduces cost-overrun risk | sector_Inland Waterways: reduces cost-overrun risk
400141,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum,Metals & Mining,75,3913.98,0.985,1.0,99.25,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | progress_per_month: increases delay risk | ministry_Ministry of Railways: increases delay risk,sector_Metals & Mining: increases cost-overrun risk | ministry_Ministry of Mines: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_National Aluminium Company Limited [NALCO]: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk
400299,Pottangi Bauxite Mines Project,Metals & Mining,51,650.04,0.705,1.0,85.25,High Risk,physical_progress: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk | expenditure_ratio: increases delay risk | agency_National Aluminium Company Limited [NALCO]: increases delay risk | sector_Oil & Gas: increases delay risk,sector_Metals & Mining: increases cost-overrun risk | ministry_Ministry of Mines: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk | agency_National Aluminium Company Limited [NALCO]: increases cost-overrun risk
615202,Capacity expansion of Deposit-14 and 14 NMZ at Kirandul,Metals & Mining,2,65.44,0.05,1.0,52.5,Medium Risk,physical_progress: reduces delay risk | expenditure_ratio: reduces delay risk | progress_per_month: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: increases delay risk,sector_Metals & Mining: increases cost-overrun risk | ministry_Ministry of Steel: increases cost-overrun risk | agency_National Mineral Development Corporation Limited [NMDC]: increases cost-overrun risk | expenditure_ratio: reduces cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk
400171,2G Ethanol Biorefinery at Bathinda,Oil & Gas,95,1180.91,0.85,1.0,92.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,agency_Hindustan Petroleum Corporation Limited [HPCL]: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | ministry_Ministry of Railways: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
400168,"500 KTA PDHPP Project, Usar",Oil & Gas,85,6768.36,0.965,1.0,98.25,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | original_cost: increases delay risk | sector_Oil & Gas: reduces delay risk,expenditure: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure_ratio: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Railways: increases cost-overrun risk
604792,"Assam Bio Refinery, ABRPL",Oil & Gas,99,4650.0,0.97,1.0,98.5,High Risk,physical_progress: increases delay risk | expenditure_ratio: increases delay risk | expenditure: increases delay risk | sector_Oil & Gas: reduces delay risk | project_duration_months: increases delay risk,expenditure_ratio: increases cost-overrun risk | physical_progress: increases cost-overrun risk | expenditure: increases cost-overrun risk | original_cost: increases cost-overrun risk | sector_Oil & Gas: increases cost-overrun risk
709782,ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport,Oil & Gas,72,89.94,0.63,0.0,31.5,Low Risk,physical_progress: increases delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk | expenditure: reduces delay risk | agency_Indian Oil Corporation Limited [IOCL]: increases delay risk | expenditure_ratio: increases delay risk,expenditure_ratio: reduces cost-overrun risk | agency_Indian Oil Corporation Limited [IOCL]: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | agency_Ministry of Petroleum & Natural Gas: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk
709786,"Augmentation/ Revamping of Dimapur Depot, Dimapur",Oil & Gas,20,9.01,0.005,0.0,0.25,Low Risk,expenditure_ratio: reduces delay risk | physical_progress: reduces delay risk | agency_MinistryofPetroleumNaturalGas: reduces delay risk | expenditure: reduces delay risk | ministry_Ministry of Petroleum & Natural Gas: reduces delay risk,expenditure_ratio: reduces cost-overrun risk | physical_progress: reduces cost-overrun risk | sector_Oil & Gas: reduces cost-overrun risk | expenditure: reduces cost-overrun risk | agency_MinistryofPetroleumNaturalGas: reduces cost-overrun risk
